id,amount,location,time
50767,1792.04,LON,02:34
50768,4268.93,PAR,16:36
50769,8080.82,PAR,22:25
50770,1964.2,MUM,18:12
50771,9568.5,LA,06:49
50772,7325.88,TX,11:28
50773,3940.67,NY,17:00
50774,4392.37,TX,16:43
50775,6046.06,PAR,20:05
50776,7815.7,TOK,20:30
50777,8318.81,PAR,06:01
50778,3936.88,PAR,15:10
50779,7251.21,MUM,21:29
50780,5697.38,PAR,18:58
50781,8532.94,LA,00:25
50782,259.133,MUM,00:10
50783,9711.85,MUM,10:30
50784,4551.08,TOK,11:46
50785,5469.88,NY,13:24
50786,261.884,NY,12:04
50787,9053.49,NY,08:07
50788,109.595,TOK,17:01
50789,8274.77,LA,05:44
50790,283.175,TX,18:45
50791,1671.81,MUM,12:29
50792,1987.55,MUM,21:08
50793,5654.93,NY,12:17
50794,1632.12,PAR,14:11
50795,5431.54,LON,23:37
50796,9125.15,TOK,17:25
50797,3467.49,CHI,22:35
50798,8505.12,PAR,19:14
50799,7100.5,PAR,04:00
50800,6495.97,LON,08:20
50801,2148.87,LON,07:22
50802,8774.3,PAR,03:06
50803,3389.59,TX,01:19
50804,5215.75,TX,18:07
50805,787.105,TOK,09:46
50806,4614.64,CHI,17:27
50807,8738.64,TX,22:29
50808,4792.66,LON,15:34
50809,1681.7,CHI,01:00
50810,3274.61,MUM,19:03
50811,5158.66,PAR,12:04
50812,6436.14,NY,19:23
50813,5870.33,PAR,17:52
50814,8522.24,TX,15:07
50815,5776.85,PAR,02:36
50816,8524.47,PAR,00:01
50817,3192.84,CHI,06:24
50818,7573.26,PAR,21:14
50819,6461.16,TOK,23:59
50820,9423.07,MUM,10:27
50821,3793.97,LON,14:46
50822,6411.71,NY,04:40
50823,3668.02,NY,07:25
50824,7253.66,PAR,00:51
50825,9689.32,TX,13:05
50826,7275.98,NY,15:18
50827,8068.97,NY,06:34
50828,7610.52,LA,21:05
50829,3710.02,LA,22:19
50830,520.563,NY,01:22
50831,5924.35,NY,14:50
50832,8065.37,NY,16:04
50833,5968.65,LA,11:55
50834,5265.06,TX,02:22
50835,1178.85,TX,21:19
50836,4244.05,NY,00:52
50837,1922.25,CHI,01:00
50838,2961.08,NY,18:15
50839,441.009,NY,23:57
50840,8495.03,MUM,23:52
50841,992.217,LA,03:03
50842,8992.74,MUM,14:47
50843,823.623,TOK,07:47
50844,865.486,PAR,12:52
50845,2057.46,TX,04:29
50846,9321.18,LON,09:28
50847,9918.66,TOK,11:50
50848,4878.05,LON,04:37
50849,2115.53,MUM,05:32
50850,1937.81,LON,22:27
50851,6821.3,TOK,11:31
50852,5549.74,PAR,20:45
50853,7501.23,LON,07:25
50854,6792.53,TOK,14:09
50855,1151.93,MUM,03:50
50856,502.785,LON,10:47
50857,2449.77,TOK,20:29
50858,1030.39,TOK,08:39
50859,4334.64,TOK,15:31
50860,4835.16,TX,21:54
50861,3813.43,CHI,07:02
50862,2979.93,LON,08:47
50863,8339.35,MUM,10:07
50864,2110.07,TOK,22:49
50865,3034.14,TX,13:34
50866,2377.08,NY,05:09
50867,3332.53,LA,09:08
50868,4218.05,MUM,20:47
50869,7043.93,TX,20:41
50870,2463.21,TX,06:34
50871,5042.52,PAR,09:25
50872,9638.44,TOK,14:29
50873,411.33,NY,18:55
50874,2094.44,PAR,11:04
50875,1548.54,NY,09:10
50876,5685.28,LON,07:29
50877,4133.72,CHI,10:22
50878,1597.14,LA,00:36
50879,481.45,MUM,20:41
50880,7239.9,TX,07:59
50881,4633.07,NY,01:25
50882,3739.37,TOK,16:21
50883,9617.47,TX,13:23
50884,5152.85,MUM,20:12
50885,6489.11,NY,00:03
50886,2578.56,NY,20:17
50887,104.326,MUM,11:36
50888,9894.36,LON,11:00
50889,7692.34,TX,13:14
50890,6494.78,TOK,21:42
50891,7527.29,CHI,03:36
50892,5522.6,NY,19:06
50893,1636,LA,11:04
50894,7141.08,TX,22:14
50895,131.576,MUM,05:02
50896,2353.8,CHI,19:51
50897,7417.72,TOK,14:39
50898,8023.09,LON,23:30
50899,2322.6,TX,20:24
50900,2513.82,LON,14:20
50901,7415.13,CHI,00:45
50902,6176.42,LA,10:58
50903,9245.62,NY,17:18
50904,1276.7,LON,04:22
50905,3119.28,LON,20:40
50906,6083.22,LA,01:49
50907,1155.84,LA,15:45
50908,1619.48,TX,07:50
50909,8265.51,TX,04:08
50910,5247.38,NY,23:09
50911,6052.98,CHI,16:28
50912,5177.15,CHI,20:21
50913,4260.68,LON,04:53
50914,6597.07,MUM,13:47
50915,6109.95,TOK,13:53
50916,3254.72,TX,21:14
50917,9430.54,LON,18:06
50918,3326.37,MUM,21:58
50919,6527,TX,04:05
50920,3327.43,TX,08:26
50921,8235.2,CHI,00:28
50922,6912.17,PAR,10:45
50923,4360.81,LA,21:35
50924,2619.69,LA,22:41
50925,883.504,TX,22:18
50926,1742.77,PAR,07:43
50927,3009.73,CHI,23:29
50928,8889.75,TX,21:30
50929,3374.65,LON,13:32
50930,5781.69,TX,20:53
50931,7769.09,CHI,21:35
50932,2156.7,NY,20:09
50933,1986.97,CHI,05:10
50934,4761.97,NY,03:52
50935,9660.53,TX,09:02
50936,4265.54,LA,19:54
50937,3639.06,NY,18:29
50938,1510.26,LON,21:23
50939,1181.28,LON,13:17
50940,691.179,TOK,07:55
50941,6928.04,TOK,11:46
50942,5693.61,LON,02:00
50943,6788.84,CHI,10:29
50944,6458.23,PAR,21:32
50945,5007.4,LON,04:04
50946,2772.66,NY,05:26
50947,6768.57,NY,04:23
50948,5627.87,TOK,09:34
50949,5453.99,NY,02:45
50950,91.4967,TX,01:24
50951,804.12,LA,02:22
50952,7402.57,LON,17:55
50953,1329.52,CHI,01:26
50954,3986.75,PAR,17:38
50955,8231.7,CHI,15:57
50956,3317.62,LON,07:32
50957,1301.04,LON,20:13
50958,9205.77,TOK,16:42
50959,568.589,LA,03:09
50960,377.156,CHI,09:29
50961,6883.35,CHI,21:25
50962,8738.13,CHI,06:06
50963,381.215,TOK,11:00
50964,5637.57,TOK,19:39
50965,9962.26,LA,10:37
50966,699.485,CHI,01:19
50967,6170.46,NY,12:03
50968,1512.49,LA,07:41
50969,4274.43,TX,20:58
50970,9574.03,LA,11:32
50971,9537.97,LON,17:58
50972,6350.27,TOK,10:40
50973,3414.63,LON,02:53
50974,6624.54,LA,14:30
50975,2730.57,TX,07:12
50976,6019.2,PAR,16:42
50977,7070.94,NY,01:43
50978,6602.32,TX,15:15
50979,8928.53,PAR,05:39
50980,8336.64,LON,02:09
50981,5496.29,TOK,03:11
50982,7345.06,LON,00:00
50983,6345.94,LON,05:06
50984,4751.07,LON,19:41
50985,17.2853,MUM,12:42
50986,4517.66,CHI,02:23
50987,3894.23,CHI,18:49
50988,3828.17,CHI,14:30
50989,5403.17,LON,07:02
50990,9802.54,TOK,21:33
50991,6589.32,MUM,04:40
50992,6113.01,PAR,10:20
50993,9793.81,TX,16:05
50994,2952.18,MUM,14:07
50995,383.913,LON,01:48
50996,4636.25,CHI,09:37
50997,4715.47,CHI,21:35
50998,4372.88,TOK,17:20
50999,9759.91,PAR,13:36
51000,3028.16,TX,02:28
51001,9289.82,LON,06:34
51002,1474.59,NY,11:17
51003,5956.33,TOK,04:27
51004,2459.84,NY,08:33
51005,6468.98,TOK,11:21
51006,6763.46,TOK,01:33
51007,7760.63,TOK,22:10
51008,7493.82,TOK,20:10
51009,8061.06,NY,13:34
51010,9468.88,LON,21:47
51011,8201.21,LA,14:24
51012,6774.34,LON,15:28
51013,5951.12,PAR,09:57
51014,5647.37,NY,23:33
51015,7043.28,TX,21:10
51016,2844.25,PAR,04:08
51017,9433.23,MUM,05:24
51018,1773.13,TX,20:48
51019,9852.12,MUM,11:07
51020,4398.85,LA,23:21
51021,246.659,TOK,16:01
51022,9037.9,LON,12:30
51023,7021.1,LA,03:58
51024,1980.89,NY,01:55
51025,4464.96,CHI,08:45
51026,6672.88,PAR,07:07
51027,5033.01,PAR,08:15
51028,7857.2,TOK,12:07
51029,7089.94,TOK,00:58
51030,1113.18,MUM,07:28
51031,7227.02,LA,02:30
51032,4420.6,LON,07:17
51033,5185.95,LON,04:51
51034,530.263,TOK,21:52
51035,902.578,CHI,08:28
51036,5365.96,CHI,09:38
51037,131.242,TOK,03:40
51038,1794.58,LA,01:50
51039,4258.57,TOK,14:59
51040,4984.5,CHI,15:13
51041,4370.16,CHI,07:15
51042,296.654,PAR,04:08
51043,4479.32,CHI,20:12
51044,9253.89,TOK,11:01
51045,1464.3,CHI,22:27
51046,969.677,TX,19:24
51047,1363.95,PAR,19:23
51048,8672.37,TX,03:06
51049,9470.98,LA,23:22
51050,3371.98,TX,23:53
51051,4025.16,TX,17:03
51052,3286.67,TX,05:27
51053,5679.29,MUM,05:50
51054,1879.65,TOK,10:02
51055,2799.97,LA,10:00
51056,3372.4,TOK,02:39
51057,979.93,LON,07:19
51058,4787.05,NY,04:15
51059,7268.52,LON,17:39
51060,3460.66,TOK,05:54
51061,8674.09,LON,09:38
51062,9313.26,NY,01:43
51063,8293.81,LON,03:01
51064,7913.58,NY,22:31
51065,9940.29,NY,07:19
51066,3036.66,LA,20:37
51067,730.03,NY,07:51
51068,6239.95,TOK,01:11
51069,3252.06,LA,02:02
51070,5181.51,NY,16:17
51071,7455.56,LON,17:49
51072,4704.31,TX,12:33
51073,9866.65,PAR,04:15
51074,6363.01,CHI,09:19
51075,4810.71,LON,22:37
51076,6356.39,NY,02:08
51077,9143.54,LA,18:01
51078,7128.62,TOK,23:53
51079,7470.7,MUM,03:36
51080,5725.51,TOK,06:38
51081,455.717,LA,03:35
51082,3745.44,PAR,03:59
51083,7862.54,LA,02:03
51084,444.537,TX,16:46
51085,1223.5,PAR,12:44
51086,3295.51,MUM,20:03
51087,8515.98,MUM,11:39
51088,1448.27,TOK,06:53
51089,9776.9,LON,22:52
51090,6773.11,PAR,10:33
51091,4576.02,TOK,16:54
51092,4245.03,CHI,08:28
51093,296.762,TX,08:06
51094,1080.53,LON,10:58
51095,5150.27,MUM,10:56
51096,1189.13,TX,11:52
51097,4809.7,NY,17:44
51098,8864.16,LA,01:10
51099,5282.43,TX,04:14
51100,2074.44,PAR,04:13
51101,4232.01,LA,11:49
51102,1898.46,PAR,04:42
51103,5511.69,MUM,14:15
51104,30.7845,TOK,19:58
51105,4816.87,NY,20:01
51106,7312.61,CHI,06:14
51107,5733.16,MUM,22:45
51108,2285.33,NY,03:33
51109,3033.78,NY,20:14
51110,1458.07,LA,20:36
51111,6507.56,MUM,09:07
51112,4480.08,CHI,13:13
51113,5775.45,MUM,00:02
51114,9403.97,CHI,06:48
51115,6873.33,MUM,14:54
51116,8018.24,MUM,05:54
51117,1064.07,TX,06:22
51118,1678.92,TX,07:40
51119,1440.19,TOK,20:46
51120,260.622,LA,20:20
51121,2906.99,MUM,09:50
51122,1257.81,LON,22:22
51123,3082.22,TOK,16:42
51124,6329.57,TOK,22:10
51125,1525.76,LA,19:01
51126,3565.35,LON,20:40
51127,8870.29,TX,13:12
51128,3571.59,TOK,19:12
51129,3206.83,MUM,22:20
51130,2982.75,MUM,17:28
51131,2087.47,PAR,17:50
51132,7619.54,TOK,14:22
51133,1630.79,LON,22:33
51134,2781.65,LON,18:54
51135,3076.68,PAR,13:41
51136,4707.23,MUM,08:35
51137,5956.21,CHI,07:24
51138,5266.72,NY,12:32
51139,7097.29,LA,03:41
51140,8303.81,TX,13:47
51141,5990.31,TOK,16:53
51142,5802.54,LA,23:18
51143,7294.87,CHI,00:22
51144,2639.59,TX,08:39
51145,6879.13,TOK,18:28
51146,9771.58,TX,04:03
51147,9683.58,CHI,19:11
51148,3590.57,CHI,23:30
51149,3380.69,TX,00:26
51150,2035.56,LON,00:47
51151,4168.85,TX,14:02
51152,6163.52,CHI,10:07
51153,9416.81,TX,18:01
51154,8120.08,CHI,10:10
51155,8910.36,MUM,08:44
51156,2242.46,TOK,11:23
51157,8301.72,PAR,09:33
51158,6407.44,LA,10:35
51159,3941.66,PAR,01:31
51160,6870.54,PAR,17:02
51161,2259.51,TOK,17:19
51162,9811.1,MUM,01:26
51163,7216.76,LON,17:54
51164,9486.33,MUM,08:09
51165,1816.67,MUM,05:34
51166,2073.87,TX,22:02
51167,629.243,CHI,18:44
51168,4831.39,LON,06:35
51169,3345.54,LON,14:07
51170,9850.91,NY,06:24
51171,8794.31,PAR,11:04
51172,6443.45,TOK,10:53
51173,156.514,PAR,23:25
51174,7413.38,TOK,11:28
51175,3359.59,TOK,09:58
51176,237.863,TX,09:27
51177,6127.15,LA,12:26
51178,8859.25,MUM,00:07
51179,8287.26,LON,09:10
51180,6861.88,TOK,03:42
51181,4495.78,LON,09:25
51182,3640.24,MUM,10:20
51183,2140.35,LA,05:34
51184,472.645,TOK,00:07
51185,354.817,LON,03:00
51186,131.845,LA,00:59
51187,5056.62,LON,19:14
51188,9831.61,MUM,12:13
51189,2678.32,PAR,14:04
51190,8045.8,NY,01:06
51191,9548.15,CHI,02:08
51192,8889.65,LA,00:00
51193,3256.35,LON,02:56
51194,4689.33,NY,07:57
51195,5413.26,NY,14:01
51196,2023.58,TOK,22:04
51197,3697.32,LON,15:51
51198,616.998,NY,12:06
51199,7013.23,LON,23:52
51200,6241.39,PAR,15:43
51201,1956.53,TX,17:33
51202,9644.06,TX,17:37
51203,2765.16,PAR,04:28
51204,3122.03,TX,01:18
51205,2791.81,LON,09:09
51206,9568.51,TOK,03:08
51207,8713.23,TX,20:09
51208,3528.8,NY,23:40
51209,2892.5,LA,20:27
51210,7686.27,PAR,11:37
51211,6272.99,TX,20:22
51212,7083.91,LA,17:00
51213,488.093,LA,09:08
51214,6044.39,MUM,09:32
51215,4364.26,PAR,09:37
51216,8353.46,TX,23:40
51217,2559.72,LON,12:39
51218,7542.66,LA,13:16
51219,4607.2,LON,18:30
51220,1056.88,MUM,05:04
51221,3667.26,MUM,07:03
51222,2235.61,PAR,05:35
51223,9981.07,LA,05:15
51224,1359.9,CHI,18:26
51225,553.927,CHI,12:32
51226,2815.03,MUM,21:38
51227,4935.12,CHI,22:14
51228,363.352,LA,06:31
51229,4992.07,CHI,02:55
51230,9295.07,MUM,23:20
51231,7740.11,NY,11:37
51232,8650.93,CHI,14:47
51233,1637.78,MUM,07:37
51234,9425.7,LON,08:28
51235,6417.37,LA,01:24
51236,3924.9,TX,02:29
51237,9470.89,MUM,10:08
51238,5194.76,MUM,12:52
51239,9533.06,TX,04:34
51240,1130.9,CHI,11:37
51241,9108.13,NY,17:58
51242,7086.31,NY,15:40
51243,1377.56,NY,08:33
51244,7533.98,TX,22:44
51245,5438.47,LON,11:41
51246,3742.98,CHI,12:55
51247,3873.86,LA,12:28
51248,4059.73,CHI,02:27
51249,6815.75,CHI,18:18
51250,3985.08,TOK,14:27
51251,1311.88,NY,12:18
51252,827.869,PAR,22:44
51253,2194.3,CHI,19:13
51254,2021.21,PAR,19:12
51255,8174.07,CHI,07:37
51256,6059.2,LA,06:48
51257,3638.17,LON,21:33
51258,4705.14,LA,20:33
51259,6187.28,MUM,04:40
51260,7811.74,NY,01:13
51261,3933.89,TOK,02:00
51262,7416.79,CHI,12:36
51263,8734.68,LA,22:39
51264,1239.01,LON,21:00
51265,7481.1,NY,22:42
51266,2146.47,LA,11:31
51267,5227.84,CHI,20:27
51268,30.5831,NY,07:03
51269,2738.66,NY,09:54
51270,5825.21,NY,22:46
51271,6531.72,TOK,17:11
51272,5553.05,LON,01:29
51273,1368.14,LA,13:06
51274,8579.63,LON,10:29
51275,270.542,PAR,14:45
51276,6712.64,PAR,20:44
51277,6548.11,NY,23:56
51278,724.388,CHI,21:07
51279,7342.88,LON,04:37
51280,5220.87,TX,23:43
51281,8769.82,LON,10:58
51282,134.695,CHI,05:04
51283,1572.79,LON,06:05
51284,9823.66,TX,18:46
51285,5377.48,TX,10:46
51286,1235.16,TX,17:29
51287,2485,PAR,07:04
51288,1468.93,TOK,13:38
51289,2677.26,MUM,15:00
51290,8657.49,TX,17:36
51291,5706.47,TOK,20:25
51292,9125.66,TX,15:30
51293,5297.81,PAR,15:24
51294,4368.42,TOK,16:26
51295,1429.76,MUM,01:23
51296,2784.01,CHI,23:00
51297,9600.29,MUM,22:19
51298,6865.47,PAR,19:39
51299,156.798,LA,01:53
51300,1626.06,TX,06:20
51301,3696.47,PAR,17:40
51302,1053.29,LON,00:57
51303,8602.69,TX,04:49
51304,8878.63,LA,15:25
51305,224.885,PAR,13:32
51306,8534.78,PAR,13:16
51307,9567.19,TX,14:46
51308,8668.22,TX,08:09
51309,3388.44,CHI,21:21
51310,7175.98,TOK,06:55
51311,8998.14,CHI,23:56
51312,4516.41,MUM,04:19
51313,989.394,PAR,14:11
51314,6880.72,LON,13:02
51315,3777.53,LA,04:04
51316,9908.62,MUM,14:52
51317,4339.3,CHI,10:31
51318,4318.29,MUM,12:40
51319,4536.03,NY,20:07
51320,8933.45,LA,06:25
51321,9044.72,LON,13:32
51322,5960.89,TX,04:02
51323,7774.94,MUM,10:40
51324,3094.82,TOK,18:14
51325,7585.91,NY,23:58
51326,2053.56,TX,07:48
51327,691.499,TX,15:45
51328,6291.72,MUM,09:44
51329,1064.09,MUM,21:01
51330,2819.9,MUM,06:32
51331,1364.98,PAR,06:16
51332,6467.97,LA,15:18
51333,152.366,TX,13:22
51334,716.032,TX,04:16
51335,7859.17,NY,16:07
51336,3702.57,CHI,13:14
51337,8087.66,MUM,17:59
51338,3740.34,LA,06:15
51339,4326.3,TX,23:11
51340,9148.59,LA,00:12
51341,1171.3,MUM,20:49
51342,4952.75,TOK,18:06
51343,9505.67,PAR,16:07
51344,5650.77,LON,00:38
51345,6639.79,LON,22:52
51346,9145.53,PAR,19:42
51347,5237.91,TX,18:17
51348,2155.38,MUM,09:45
51349,4255.32,TOK,12:58
51350,1920.7,CHI,05:36
51351,9871.48,TX,04:04
51352,7306.12,TX,09:23
51353,8014.15,TX,06:24
51354,2767.84,NY,05:19
51355,9523.84,TOK,18:32
51356,4048.93,TX,02:47
51357,4145.23,CHI,10:28
51358,7852.18,TX,04:26
51359,6723.75,CHI,04:31
51360,9971.56,LA,22:44
51361,2120.9,PAR,13:37
51362,370.77,LON,17:27
51363,2148.64,LON,09:00
51364,2011.68,LON,13:32
51365,3150.4,CHI,13:08
51366,9360.01,PAR,23:12
51367,9926.44,LA,22:14
51368,2969.46,TX,11:05
51369,4226.38,TX,21:10
51370,8680.66,PAR,23:50
51371,8760.01,TOK,04:34
51372,3889.26,MUM,20:44
51373,2285.18,TOK,06:38
51374,3826.26,PAR,02:05
51375,9752.64,MUM,14:43
51376,7602.65,PAR,00:26
51377,664.893,LON,00:28
51378,6738.23,TOK,15:46
51379,125.397,TOK,19:38
51380,9500.07,CHI,23:41
51381,333.598,NY,18:44
51382,1506.27,TOK,19:47
51383,5989.5,LA,08:07
51384,5124.72,LA,07:31
51385,1284.17,MUM,05:36
51386,810.625,TOK,13:57
51387,4557.33,PAR,07:49
51388,5424.81,NY,01:00
51389,3994.65,LA,21:50
51390,8734.69,LA,11:10
51391,8243.65,TOK,01:26
51392,4885.05,MUM,22:57
51393,6189.76,MUM,04:35
51394,3433.57,PAR,01:31
51395,8448.68,MUM,05:23
51396,1049.4,TOK,20:04
51397,8015.69,TOK,22:28
51398,4533.3,TOK,20:40
51399,2318.19,CHI,15:50
51400,4704.5,LON,03:01
51401,1439.46,CHI,13:58
51402,4341.76,TX,01:54
51403,5747.07,TOK,22:12
51404,5336.63,LA,08:53
51405,8729.44,TOK,10:36
51406,3495.32,NY,21:19
51407,8600.96,MUM,15:28
51408,4109.03,TOK,12:58
51409,825.346,CHI,12:58
51410,3943.23,TOK,14:25
51411,6481.34,CHI,01:27
51412,4586.05,LON,07:05
51413,402.078,CHI,19:28
51414,3691.75,TOK,10:22
51415,6515.64,TOK,06:42
51416,9791.22,LA,03:50
51417,7433.13,MUM,14:06
51418,2114.29,LA,06:35
51419,2019.99,MUM,00:20
51420,5160.46,NY,00:34
51421,7528.16,TOK,15:07
51422,7693.4,MUM,19:17
51423,5244.04,TX,05:39
51424,5349.95,TOK,21:27
51425,3419.84,TX,04:32
51426,5464.88,CHI,00:32
51427,455.147,LA,19:21
51428,2841.09,TX,19:38
51429,4896.71,CHI,17:47
51430,2485.02,LON,01:32
51431,9747.08,LA,15:46
51432,4408.57,CHI,11:14
51433,2583.55,CHI,18:46
51434,2620.8,TOK,09:29
51435,2887.32,TOK,05:20
51436,5169.96,MUM,02:01
51437,9052.68,LA,03:14
51438,8209.7,LA,15:41
51439,3273.6,LON,21:02
51440,3490.37,TOK,14:29
51441,2092.03,TX,02:17
51442,4594.2,CHI,20:03
51443,7068.07,TOK,06:40
51444,2265.43,CHI,16:44
51445,7156.59,CHI,04:02
51446,7068.77,MUM,11:26
51447,1517.89,MUM,02:20
51448,7528.09,TX,13:04
51449,6940.62,TOK,08:35
51450,458.316,CHI,11:28
51451,1798.62,CHI,08:40
51452,2657.75,LA,10:25
51453,7619.39,TOK,14:14
51454,700.392,MUM,20:31
51455,7927.13,LA,09:33
51456,6973.82,LON,22:27
51457,1497.46,TX,00:55
51458,1138.54,LA,07:14
51459,9316.37,PAR,02:42
51460,8688.95,LON,21:11
51461,3156.28,TX,04:22
51462,3295.22,TX,13:32
51463,3973.68,CHI,09:50
51464,9453.55,CHI,20:25
51465,5972.36,CHI,11:17
51466,8438.73,MUM,10:10
51467,1997.78,LA,03:35
51468,1520.58,LA,04:15
51469,2773.95,PAR,16:35
51470,4522.93,MUM,16:08
51471,3145.82,TX,21:19
51472,3592.29,LON,19:59
51473,7917.26,TOK,22:12
51474,9202.49,NY,11:23
51475,9205,MUM,00:20
51476,6691.87,TX,00:02
51477,37.315,TOK,11:55
51478,1758.19,CHI,07:48
51479,8661.47,CHI,04:20
51480,6403.9,LA,19:12
51481,1003.04,PAR,02:23
51482,7004.73,TOK,15:12
51483,4480.57,LON,05:12
51484,2705.63,LA,01:08
51485,5658.7,LON,13:04
51486,6591.73,LON,21:21
51487,1041.46,CHI,11:37
51488,7532.56,PAR,17:07
51489,1374.69,LON,05:09
51490,5839.21,NY,10:32
51491,333.209,MUM,03:39
51492,3236.6,MUM,01:05
51493,7953.95,TOK,23:41
51494,5066.94,TOK,05:25
51495,7554.49,LA,22:30
51496,6589.13,NY,07:20
51497,1958.54,CHI,20:46
51498,8607.88,LA,22:12
51499,5931.79,TOK,23:47
51500,4754.05,PAR,04:03
51501,6124.99,TX,23:38
51502,4139.33,TX,20:04
51503,8917.32,TX,08:42
51504,9983.05,NY,11:52
51505,6800.76,LA,19:13
51506,1022.74,TOK,06:51
51507,688.239,TX,16:38
51508,7842.89,TX,15:14
51509,1251.95,LON,07:15
51510,1590.47,PAR,22:44
51511,5051.15,LON,11:01
51512,6222.03,NY,09:07
51513,3009.56,MUM,03:19
51514,2709.28,LON,05:43
51515,5250.23,TOK,10:32
51516,1078.37,LON,04:58
51517,9379.88,NY,12:16
51518,6833.32,NY,15:52
51519,1546.19,LA,01:44
51520,1019.23,CHI,06:55
51521,2203.36,TOK,04:48
51522,9457.22,PAR,06:15
51523,1629.6,NY,04:36
51524,7412.07,NY,07:42
51525,7648.84,NY,22:45
51526,4004.78,PAR,13:20
51527,2951.39,LON,08:27
51528,8125.91,MUM,16:59
51529,4065,PAR,08:20
51530,4392.68,LON,16:27
51531,6809.4,PAR,01:31
51532,8042.33,TOK,08:19
51533,7338.56,TX,22:04
51534,9911.01,TOK,09:41
51535,393.049,MUM,22:42
51536,3333.93,NY,08:31
51537,1524.28,MUM,16:39
51538,9259.17,CHI,16:30
51539,9129.63,PAR,06:18
51540,9472.61,PAR,14:45
51541,9682.22,PAR,10:17
51542,636.896,TX,13:55
51543,4826.44,TX,09:04
51544,6768.03,TOK,21:20
51545,4572.3,CHI,10:19
51546,4903.3,PAR,07:45
51547,436.955,PAR,01:42
51548,2375.83,TX,13:04
51549,8895.56,LON,01:49
51550,5698.42,LA,22:20
51551,2587.82,TX,06:56
51552,9927.88,TX,17:35
51553,6146.81,PAR,17:36
51554,2258.23,NY,08:59
51555,1986.86,MUM,04:37
51556,8295.19,NY,02:53
51557,8563.86,CHI,19:40
51558,5771.88,NY,18:57
51559,2952.34,LON,00:05
51560,9320.29,TOK,19:38
51561,8161.07,CHI,04:38
51562,1920.15,MUM,23:27
51563,5012.3,NY,13:45
51564,9854.64,MUM,08:17
51565,6058.96,LA,11:56
51566,7290.16,LON,06:39
51567,9242.81,CHI,04:42
51568,8958.74,LA,17:47
51569,9732.15,LA,14:03
51570,3337.48,MUM,09:59
51571,7739,CHI,09:10
51572,8025.71,MUM,05:55
51573,6867.98,NY,23:49
51574,225.495,MUM,23:10
51575,4274.8,LON,06:18
51576,1016.48,TOK,11:16
51577,662.776,LA,03:34
51578,8299.15,NY,10:05
51579,4051.33,LON,17:04
51580,4539.47,PAR,09:22
51581,9803.48,CHI,08:07
51582,224.48,TOK,17:41
51583,3960.83,MUM,09:12
51584,8211.69,PAR,19:57
51585,3561.26,LA,14:34
51586,8490.04,LA,18:57
51587,5374.32,MUM,07:24
51588,1891.99,NY,12:08
51589,216.047,CHI,05:57
51590,9264.83,NY,09:42
51591,7640.01,LA,19:59
51592,4900.67,LA,11:18
51593,1593.09,NY,09:06
51594,229.849,LA,00:25
51595,5153.65,MUM,14:53
51596,9183.62,MUM,08:50
51597,6026.07,NY,06:17
51598,7684.14,LA,19:55
51599,2197.66,LON,17:47
51600,3693.85,LON,14:02
51601,8891.9,MUM,12:39
51602,9284.08,TX,20:05
51603,4191.6,NY,04:48
51604,3139.35,MUM,15:54
51605,5221.31,LON,07:59
51606,428.615,LON,05:49
51607,43.0418,CHI,07:07
51608,4052.12,TX,11:09
51609,9243.23,CHI,09:16
51610,3363.46,LA,03:12
51611,5242.24,TX,23:06
51612,1180.55,LA,12:04
51613,3248.11,TX,06:58
51614,4880.94,LA,12:04
51615,5857.9,CHI,14:17
51616,8878.14,NY,23:28
51617,2511.07,MUM,14:55
51618,4952.66,TX,17:47
51619,5698.04,PAR,18:36
51620,3099.22,PAR,11:53
51621,4061.49,PAR,06:56
51622,4368.28,TOK,20:02
51623,9710.97,TX,18:48
51624,1581.21,NY,11:55
51625,5941.79,LON,09:37
51626,3525.45,TX,09:52
51627,598.871,TOK,05:33
51628,389.631,LON,08:12
51629,8838.39,TOK,01:04
51630,5371.16,TX,20:32
51631,3848.81,TOK,10:59
51632,1222.07,NY,19:44
51633,9125.79,LA,13:40
51634,3672.12,PAR,07:28
51635,9086.31,MUM,10:33
51636,741.986,PAR,18:04
51637,3392.56,MUM,12:51
51638,4239.76,PAR,02:44
51639,9269.1,PAR,21:56
51640,9731.08,CHI,23:59
51641,3841.81,MUM,15:07
51642,9040.5,CHI,22:14
51643,9740.66,TOK,13:48
51644,2913.99,PAR,12:35
51645,7871.51,TOK,13:42
51646,127.767,TOK,00:16
51647,2125.64,PAR,14:24
51648,7553.04,TOK,18:00
51649,7935.03,LA,06:48
51650,2190.71,TX,04:40
51651,465.935,CHI,16:30
51652,3621.74,CHI,18:51
51653,9864.15,LON,11:05
51654,5651.75,PAR,15:01
51655,9969.5,NY,03:18
51656,4752.25,TOK,18:56
51657,4093.61,NY,01:56
51658,3551.48,NY,03:42
51659,8189.14,TOK,20:09
51660,1595.23,TOK,07:50
51661,8991.14,CHI,06:14
51662,9750.97,LA,12:27
51663,6376.92,TOK,22:21
51664,455.12,TOK,03:59
51665,4083.44,LA,15:00
51666,7570.13,LON,21:42
51667,57.1896,PAR,18:53
51668,8932.11,MUM,09:11
51669,252.406,TOK,10:51
51670,8977.37,PAR,01:45
51671,8543.55,LON,11:38
51672,4514.01,CHI,18:57
51673,9847.47,CHI,04:36
51674,4522.97,MUM,15:49
